id_str,text,created_at,polarity,user_location,senti
1333670555669524480,"@Match 

As a matter of life &amp; death, you must have a Covid Vaccinated Question on existing and new profiles 

The https://t.co/t4wZbWdWmk",2020-12-01 07:13:33,1,CA,
1333670557133377536,"RT @Public_Citizen: Percent of wages currently subsidized by governments due to COVID:

Japan: 100% for small businesses; 80% for large fir",2020-12-01 07:13:33,0,OR,
1333670558085632000,"RT @Public_Citizen: Percent of wages currently subsidized by governments due to COVID:

Japan: 100% for small businesses; 80% for large fir",2020-12-01 07:13:34,0,MA,
1333670560136531968,"RT @tedcruz: Alyssa, facts matter. Dems have TWICE filibustered $500Bn in emergency COVID relief.

EVERY SINGLE Senate Dem voted to block r",2020-12-01 07:13:34,0,WA,
1333670561654902786,"Re-upping this in case #pwME spike within the next few weeks, and new #LongCovid patients need help",2020-12-01 07:13:34,1,GA,
1333670568084779009,"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesnt want you to know that,",2020-12-01 07:13:36,1,IL,
1333670574732742658,I miss something??? https://t.co/L3s5VRaCS7,2020-12-01 07:13:38,0,DC,
1333670575508574209,"RT @SenDuckworth: Alright, Senate Republicans, we can't let another holiday go by without passing COVID relief. Americans can't wait. Let's",2020-12-01 07:13:38,1,WA,
1333670578528534529,RT @mdanielaaa_: why the fuck did my mom tell my nephew santa got covid so there will be no gifts this year ,2020-12-01 07:13:38,1,CA,
1333670583901450240,"@shelbymeows @prmichaelreyes People are incredibly entitled, this whole year I ran into situations where packages w https://t.co/ZBcJnhdkSB",2020-12-01 07:13:40,0,UT,
1333670585730154502,"RT @rising_serpent: It took till November 30, 2020 for the scientific community and the media to catch up to where the rest of us were in M",2020-12-01 07:13:40,0,ME,
1333670585935695872,RT @hurd_hurd: More from UCSF Dr Peter Chin-Hong re Covid vaccine that is coming soon @nbcbayarea https://t.co/EQ5G7eoNBQ,2020-12-01 07:13:40,1,CA,
1333670588179640320,RT @ShamBella_: My coworkers and I hold iPads up to covid patients so their families can say goodbye one last time daily. People not caring,2020-12-01 07:13:41,1,CA,
1333670594135506945,"RT @RogowskiBubba: @Jerusalem_Post COVID JUNKSCIENCE TEST FAIL: External Peer Review Exposes 10 Key Scientific Flaws
Policymakers worldwide",2020-12-01 07:13:42,0,WA,
1333670594924081153,#selfie in #LasVegas #fucovid supplied by my friends @mondays_dark @thespacelv #covid #covidmask #lockdown https://t.co/DFojTYekmM,2020-12-01 07:13:42,0,NV,
1333670603228815360,RT @ByMikeBaker: A coronavirus testing site in Los Angeles is shutting down for a day and canceling appointments so that a crew of 170 peop,2020-12-01 07:13:44,1,CA,
1333670605661593600,"RT @NBCNews: US coronavirus cases by month in 2020:

March: 186,200
April: 883,199
May: 723,166
June: 845,736
July: 1,926,970
August: 1,479",2020-12-01 07:13:45,1,NJ,
1333670608190664706,"RT @donwinslow: Dear @MayorOfLA 

This is INSANE and will be a feature of POLITICAL ADS that will be run against you when you run for re-el",2020-12-01 07:13:46,1,CA,
1333670610413658113,RT @waEMD: There is a new tool to help stop the spread of #COVID19: YOUR PHONE. WA Notify can alert you if youve been near another user wh,2020-12-01 07:13:46,1,WA,
1333670613857099776,I know a pastor who has been living with someone who tested positive for COVID yesterday after several days of symp https://t.co/nY2Hs6NjSY,2020-12-01 07:13:47,1,NC,
1333670621625147393,Fantastic.,2020-12-01 07:13:49,1,GA,
1333670625034989568,Please someone tell me its a joke.,2020-12-01 07:13:50,0,HI,
1333670625248903168,Really good,2020-12-01 07:13:50,1,OR,
1333670628927426561,RT @danielletbd: Oh good. This really says it all. Good luck to any historians trying to sum up this bullshit year. https://t.co/TqGhJfPMyN,2020-12-01 07:13:50,0,NY,
1333670629413847040,RT @RafaelCarranza: NEW: U.S. border restrictions on asylum and to stop the spread of #COVID19 are driving a drastic surge in human smuggli,2020-12-01 07:13:51,1,AZ,
1333670633692033024,@KATUNews Will COVID-19 ever become like the pandemic from 100 years ago when it ended? Vaccines and monitoring ins https://t.co/7e9rkwsLgN,2020-12-01 07:13:52,1,OR,
1333670634157707265,@BernieSanders @ewarren @EdMarkey @SenGillibrand Uhm guys???? Please push this turtle???,2020-12-01 07:13:52,0,NY,
1333670640881111041,RT @IminHisbook: These pinheads lecturer us on social gatherings then are seen repeatedly gathering at restaurants. Cuomo whines about supe,2020-12-01 07:13:53,0,AL,
1333670644588941315,"Like everything else in the coronavirus era, your next trip to a Bay Area professional stadium or arena will be a l https://t.co/me7RSWsASe",2020-12-01 07:13:54,1,CA,
1333670645620764672,"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesnt want you to know that,",2020-12-01 07:13:54,1,MS,
1333670651459231746,"RT @atensnut: Biden sprains ankle.... all out media blitz.  

Trump beats Covid..... crickets.",2020-12-01 07:13:56,0,TX,
1333670654323826688,"RT @TucsonRomero: (1/4) After consulting w/ public health experts and local hospitals, I believe that additional steps are necessary to con",2020-12-01 07:13:57,1,AZ,
1333670658023288833,Answers  OR  More Questions  #COVID19  #CovidVaccine  #QUESTIONS #ANSWERS #REALITY  #vaccine,2020-12-01 07:13:57,1,DC,
1333903466482327554,"RT @TheSun: Graph reveals doomsday 4,000 daily Covid deaths winter scenario vs what actually happened https://t.co/NXBXVRuRgQ",2020-12-01 22:39:03,0,GA,
1333903467199557634,"RT @AP_Images: This is the world that Associated Press photographers captured in 2020, a world beset by every sort of catastrophe -- natura",2020-12-01 22:39:03,0,SC,
1333903467149189121,A stunning game changer for teaching during COVID - and it only takes minutes to help https://t.co/iiGkIGh87Q via @2screenteacher,2020-12-01 22:39:03,1,CT,
1333903466587099138,RT @mil_ops: I am beginning to think this whole COVID lockdown is to prevent a revolt by the people once they all realize their elected off,2020-12-01 22:39:03,0,NM,
1333903469846159362,"RT @kheti_thegreat: Covid has taught me three things:

1. Our economy collapses as soon as it stops selling useless stuff to over indebted",2020-12-01 22:39:04,1,NY,
1333903469888024577,RT @TransCenInc: Thank you to all who have supported our expansion of services during the COVID crisis through #GivingTuesday. There is sti,2020-12-01 22:39:04,1,CA,
1333903470693376000,RT @HidalgoCounty: Hidalgo County is accepting photos for a memorial honoring those who lost their lives to COVID-19.   If you would like t,2020-12-01 22:39:04,0,TX,
1333903471670554625,@Morbius49120066 @GovSisolak When Flue season starts..they will be needed ..some people will panic ..and just think https://t.co/OAqBo4fIro,2020-12-01 22:39:05,0,NV,
1333903472224129025,RT @carlzimmer: CDC advisory committee just voted 13-1 to recommend that authorized covid 19 vaccines should be offered first to both healt,2020-12-01 22:39:05,1,CA,
1333903472580825089,RT @HawleyMO: Any COVID relief bill needs to include direct payments to families and individuals in need,2020-12-01 22:39:05,0,MA,
1333903472886943748,Firefighter spends 5 weeks on ventilator after catching COVID-19 fighting Colorado fire https://t.co/g3mF0Qtl2D,2020-12-01 22:39:05,1,GA,
1333903473079795713,"RT @BeanGilsdorf: If you're wondering how the rest of the world is dealing with Covid-19 closures, Ireland is considering a 3yr basic incom",2020-12-01 22:39:05,0,WA,
1333903474283737089,"RT @LindyInstitute: One Month / 25 Bold Ideas

The @thephilacitizen's Third Annual Ideas We Should Steal Festival presented by @comcast @NB",2020-12-01 22:39:05,0,PA,
1333903474476670987,RT @DynastyNerds:  We do not know how COVID and/or player injuries may affect the next four weeks. Every player listed in the article have,2020-12-01 22:39:05,1,OH,
1333903475508436993,"RT @PPA_Ohio: JCU Covid-FR @maukerman8 making big progress with his delivery. Arm working way better, starting to cue back leg a bit better",2020-12-01 22:39:05,0,OH,
1333903476288581633,"CDC panel says health workers, nursing homes will get Covid vaccine first - https://t.co/V8U1gjx4qB",2020-12-01 22:39:06,1,FL,
1333903477370728455,"COVID-19 may have been spreading in the US at least a month before first case was reported, CDC study says https://t.co/aOvrBEQGpE",2020-12-01 22:39:06,1,OH,
1333903478343815173,"Shared this earlier, didnt realize this guys from Iowa. Come on yall $300 left to the goal lets go",2020-12-01 22:39:06,1,IA,
1333903478289289216,"RT @digiphile: Uncle Sam says @SenRonJohnson should show everybody his evidence that his July 4th trip to Moscow didnt involve treason,  b",2020-12-01 22:39:06,1,IN,
1333903480092844032,What does being Vegan have to do with the other stuff? Nothing. Why do dumb asses think they have a right to come a https://t.co/vRfXGMIq1b,2020-12-01 22:39:07,1,TX,
1333903481036529664,"If you gathered with those outside your immediate family for Thanksgiving, please monitor yourself and your family https://t.co/pLok2goTnw",2020-12-01 22:39:07,0,IL,
1333903481346818048,"I'm fighting hunger for the millions in America struggling, especially during COVID this #GivingTuesday! Join me an https://t.co/YExjO35RcJ",2020-12-01 22:39:07,0,CA,
1333903482596823042,Leon Edwards vs. Khamzat Chimaev latest UFC main event canceled by COVID-19 https://t.co/SL5QWMM4HN,2020-12-01 22:39:07,0,CA,
1333903484224212992,"RT @jmugele: Ptatient: I got a positive COVID a few days ago

Me: who do you live with?

Pt: I live by myself

Me: Where do you think you g",2020-12-01 22:39:08,1,GA,
1333903484639391745,RT @justin_hart: Weve lost our ever-lovin minds. https://t.co/q9Q3LVpab9,2020-12-01 22:39:08,0,SC,
1333903486866612227,"RT @KristinMinkDC: NEW: Activists left body bags outside Mitch McConnells door this morning.

For months, hes been blocking the bill cov",2020-12-01 22:39:08,1,NC,
1333903486883225600,"New: Denver police will indeed get a raise in 2022 - to the tune of 3.5%, arbitrator decides. City Council rejected https://t.co/uHdctHjo9C",2020-12-01 22:39:08,0,CO,
1333903487344762884,RT @amandaknox: Our incarcerated pop. should be right up there w/ health-care workers &amp; nursing home residents for vaccination. We are keep,2020-12-01 22:39:08,1,MD,
1333903493351010312,"RT @EastLatika:  RT4RT LADIES  

 36DDD Naturals, 100% EAST INDIAN LATIKA  

 Winter Promo  
570/1.5hr
700/2hr

 Due to covid the",2020-12-01 22:39:10,1,DC,
1333903493514420224,"RT @sydlum_reports: During COVID-19, animal shelters have had to change their operations with adopting and fostering pets. Read ""Adopting a",2020-12-01 22:39:10,1,NV,
1333903493640273920,"RT @kheti_thegreat: Covid has taught me three things:

1. Our economy collapses as soon as it stops selling useless stuff to over indebted",2020-12-01 22:39:10,1,CA,
1333903493799743488,RT @MoDemParty: Every day the HEROES Act sits on McConnell's desk is another day Missouri families don't get the relief they need. If you b,2020-12-01 22:39:10,0,MO,
1333903495200555009,"RT @MarkChangizi: 1/ It's morally urgent that folks stop thinking of the political spectrum as single dimensional, left vs right. 

(And al",2020-12-01 22:39:10,1,NV,
1333903495305572354,"RT @rising_serpent: Things that went from being in the realm of ""right wing conspiracy theory"" on November 2nd to being accepted as scienti",2020-12-01 22:39:10,1,FL,
1333903496807006208,You couldn't be bothered to share HIS NAME?,2020-12-01 22:39:11,0,CA,
1333903497193025538,@AkitagamiOtter @SeanTheGShep What if inhaled carcinogens are shown to destroy the Covid virus? Wed have ourselves https://t.co/ToEppCl5RG,2020-12-01 22:39:11,1,PA,
1333903497922830336,A panel of independent experts advising the CDC just voted on who will get the coronavirus vaccine first - here's w https://t.co/b1YuwIOotH,2020-12-01 22:39:11,0,GA,
1333903498350497792,"@CrazyIdealist They are supposed to send things to subject matter committees when possible, but its not a requireme https://t.co/MJeGtQd2AD",2020-12-01 22:39:11,0,CA,
1333903500376465420,"Putting this into further context, populations of: 
#California - 39.5 million, 1.24 million infected (3.1%)
#Texas https://t.co/CoONo6XHq1",2020-12-01 22:39:11,1,FL,
1333903501290827784,RT @bestdamnalex: @happyenchilada2 I agree with this dude and he is absolutely right but it's true - Republicans only speak up when it happ,2020-12-01 22:39:12,1,IL,
1333903501303312387,RT @ShamBella_: My coworkers and I hold iPads up to covid patients so their families can say goodbye one last time daily. People not caring,2020-12-01 22:39:12,1,NY,
1333903502536486913,"RT @kheti_thegreat: Covid has taught me three things:

1. Our economy collapses as soon as it stops selling useless stuff to over indebted",2020-12-01 22:39:12,1,TX,
1333903503115300865,China's Government Steps Up Propaganda to Change Covid Origin Story https://t.co/Iud16zNmFr via @YouTube,2020-12-01 22:39:12,0,IL,
1333903503245275139,"RT @sydlum_reports: Las Vegas events paused during COVID-19, but plans to resume in the near future. Read ""What the future holds for Las Ve",2020-12-01 22:39:12,1,NV,
1333903503488585735,"As coronavirus cases are surging in the state, one local county is looking to give hazard pay to employees. https://t.co/E7HgwZqtw6",2020-12-01 22:39:12,1,IN,
1333903504407195651,"RT @StevenTDennis: NORTH DAKOTA hits COVID milestone: 

1 out of every 800 residents dead",2020-12-01 22:39:12,1,VT,
1333903504373649417,"No vote, Talbot: ""I really struggled with this.""
Driven by focus on needs of LTC. Skilled nursing facilities need v https://t.co/0pgxvksMYk",2020-12-01 22:39:12,0,NY,
1333903506579861505,"RT @kheti_thegreat: Covid has taught me three things:

1. Our economy collapses as soon as it stops selling useless stuff to over indebted",2020-12-01 22:39:13,1,GA,
1333903508546981888,RT @CNBC: BREAKING: A CDC panel votes to prioritize health-care workers and long-term care facility residents as the first to get a coronav,2020-12-01 22:39:13,1,DE,
1333903511143149568,"@jimbcbs4 @Cathy_Kipp Will it play well in his district when he's hooked up to a ventilator from covid, Jim? Is dri https://t.co/6aKxrb0mYH",2020-12-01 22:39:14,0,CA,
1333903511520735232,RT @CNNSotu: #BREAKING: CDC vaccine advisers vote to recommend that health care staff and long term care facility residents get Covid-19 va,2020-12-01 22:39:14,1,FL,
1333903513181696002,RT @maddow: Nevada governor: 'Unconscionable' for Trump to suggest Reno's COVID-19 surge unit 'fake'. https://t.co/KioYXtZCmC,2020-12-01 22:39:14,1,GA,
1333903513462706176,A panel of independent experts advising the CDC just voted on who will get the coronavirus vaccine first - here's who. via FOX NEWS,2020-12-01 22:39:14,0,CA,
1333903513676603392,Marriott vacation club is stealing fair from the owners of their timeshares.  In the midst of covid they say I wil https://t.co/wSn0ZvYKD8,2020-12-01 22:39:15,1,MO,
1333903514687377410,"RT @lawyer4laws: After hearing todays Eyewitness Testimony abt 

The 130,000 - 280,000 Completed Voter Ballots..

Picked up at a USPS Facil",2020-12-01 22:39:15,0,FL,
1333903514993475585,"Coronavirus vaccine should go to health care workers, long term care facilities first, CDC panel recommends

https://t.co/nATmWnsPsD",2020-12-01 22:39:15,0,CA,
1333903514775511041,"RT @ByMikeMitchell: Taylor Russolino is scheduled to visit with the Denver Broncos soon.  Typically, visits are a precursor to a signing.",2020-12-01 22:39:15,1,VA,
1333903516105109508,"RT @JessicaValenti: It's tempting to believe conspiracy theories are this online fringe, but I just had to convince the receptionist at my",2020-12-01 22:39:15,1,IL,
1333903516256112640,"RT @GlennaWPLG: Finally
#Winter #Sunset #Glow 
 #NoFilter #MiamiBeach 
#GoldenTime #Sun #Sky #Bay #water #Miami #BiscayneBay #sunsetspot",2020-12-01 22:39:15,1,FL,
1333903516755103745,"CDC Panel Recommends Giving First Covid Vaccines to Health Workers, Nursing Homes https://t.co/fzsRPkq08b",2020-12-01 22:39:15,1,CA,
1333903518374252546,"RT @TalkPoverty: If you thought it would be dangerous to kick someone out of their home during a global pandemic, a new study confirms that",2020-12-01 22:39:16,0,AL,
1333903518500007937,"RT @chrislhayes: A reminder that if If the US just had the same deaths per million as Canada, a country whose Covid repsonse has been decen",2020-12-01 22:39:16,1,TX,
1333903518541910016,"RT @kheti_thegreat: Covid has taught me three things:

1. Our economy collapses as soon as it stops selling useless stuff to over indebted",2020-12-01 22:39:16,1,OR,
1333903519242461185,"RT @mattlargey: NEW: Texas COVID cases continue to rise. 

The state has set yet another new record for new cases reported in a single day",2020-12-01 22:39:16,1,TX,
1333903521008279555,"RT @nursekelsey: At this point COVID can still kill you &amp; you dont even have to have It.

If we dont have hospital beds or staff availabl",2020-12-01 22:39:16,0,PA,
1333903523755536386,"RT @JStein_WaPo: McConnell now circulating a plan with:

- no state &amp; local aid;
- only 1 additional month in PUA &amp; PEUC for jobless Americ",2020-12-01 22:39:17,1,TX,
1333903524472578048,"RT @GovInslee: Enabling WA Notify takes under a minute on an iPhone. 

See a step-by-step demo below and full instructions at https://t.co/",2020-12-01 22:39:17,1,WA,
1333903524816674824,RT @TheDemCoalition: This is the Trump virus response.,2020-12-01 22:39:17,1,CO,
1333903524967587844,RT @SenWhitehouse: To Senate Republicans: wear masks and let us pass another covid relief bill.,2020-12-01 22:39:17,1,CA,
1333903526716698625,"RT @GovRaimondo: Nine months ago today, RI had our first case of COVID-19. And in the past 9 months, weve seen the incredible strength and",2020-12-01 22:39:18,1,RI,
1333903532181901316,"RT @thehill: Doctor in viral photo comforting elderly COVID patient: I tried ""to be a little more human"" https://t.co/ElnPoO4HOp https://t.",2020-12-01 22:39:19,0,NC,
1333903533423247361,RT @m_older: There are decades of both academic literature and practitioner experience on behavior change in general and around vaccines sp,2020-12-01 22:39:19,1,WA,
1333903534979354624,"RT @RepTedDeutch: DeSantis made masks political instead of patriotic. 

He adopted a reckless and fringe view of herd immunity &amp; prohibited",2020-12-01 22:39:20,1,WA,
1333903535423983618,RT @MSNBC: Owner of an events company says his 4-day swingers convention in New Orleans last month has been tied to 41 new coronavirus infe,2020-12-01 22:39:20,1,AZ,
1333903535990255616,"Maryland to get 'tiny fraction' of COVID-19 vaccine needed in first round, via @MaddiONeill 

NY has yet to say how https://t.co/JxYPn8y880",2020-12-01 22:39:20,0,NY,
1333903541212237826,RT @TheLeadCNN: Average of U.S. daily COVID-19 cases increased by 95% during November @EricaRHill reports https://t.co/1FbfMoq1wR,2020-12-01 22:39:21,1,NY,
1333903541052735489,RT @DrEricDing: 4) Don Jr in Florida. And of course we know what happened to Don Jr.,2020-12-01 22:39:21,0,CA,
1333903541170212864,A Centers for Disease Control and Prevention panel voted 13-1 on Tuesday to give health-care workers and long-term https://t.co/cWjlseA5N9,2020-12-01 22:39:21,1,NY,
1333903542285955076,"RT @seejenspeak: WE ARE HIRING! our TT theory search from last spring was frozen bc of covid, but is now v. happily unfrozen. we're looking",2020-12-01 22:39:21,1,MD,
1333903544085262336,An independent committee at the #CDC officially recommended Tuesday that the limited first batch of #COVID19 vaccin https://t.co/LMQmTXPicU,2020-12-01 22:39:22,0,IL,
1333903546090217472,"RT @kheti_thegreat: Covid has taught me three things:

1. Our economy collapses as soon as it stops selling useless stuff to over indebted",2020-12-01 22:39:22,1,AL,
1333903547138674688,"@mrvotto @shishirdahal @WyzeCam Wow, we went pretty off topic here.  You should just get the wyze watch so you can https://t.co/eGjJmbB0rB",2020-12-01 22:39:23,0,NV,
1333903547231068160,"Covid vaccine: CDC panel says health workers, nursing homes will get vaccine first @CNBC  https://t.co/w0wXg5on2d",2020-12-01 22:39:23,0,NY,
1333903548145229826,RT @amandaknox: Our incarcerated pop. should be right up there w/ health-care workers &amp; nursing home residents for vaccination. We are keep,2020-12-01 22:39:23,1,CA,
1333903548543746049,"RT @kheti_thegreat: Covid has taught me three things:

1. Our economy collapses as soon as it stops selling useless stuff to over indebted",2020-12-01 22:39:23,1,CA,
1333903549231636480,The risk of catching #COVID19 is extremely high right now. The safest place you can be is at your home and only wit https://t.co/vQ3Szp0JPr,2020-12-01 22:39:23,0,CA,
1333903550519263232,"@Girlfri81743161 @CBSNews ""99% survival"" The trend this week for internet misinfo

Morgues, ICUs overwhelmed

For m https://t.co/SPfCErsGBh",2020-12-01 22:39:23,1,CA,
1333903550955409408,"RT @MendesCrewInfo: ""In the end, it all comes back to Cabello. '24 Hours' details how the coronavirus quarantine brought them closer, with",2020-12-01 22:39:23,0,CA,
1333903550984773632,RT @Natty__Trujillo: Wrote about the effects small businesses have had to face when reopening during the pandemic @UNLV1969 https://t.co/qO,2020-12-01 22:39:23,0,NV,
1333903552410906624,"RT @ASlavitt: COVID Update December 1: Donald Trump, heres your chance. This message is for you. 

No need to tweet that he wont do any o",2020-12-01 22:39:24,1,CA,
1333903552587190273,"RT @StevenTDennis: Just two weeks ago, North Dakota crossed the 1 in 1,000 threshold. Earlier thread:
https://t.co/bQn9fOeZpU",2020-12-01 22:39:24,1,VT,
1333903553136644096,"RT @CAPublicHealth: California COVID-19, By The Numbers:

 Confirmed cases to date: 1,225,189 
 Note: Numbers may not represent true day-",2020-12-01 22:39:24,1,CA,
1333903553392308224,"RT @angie_rasmussen: . Logistics and equity are absolutely essential to getting as many people vaccinated as possible.

However, I'd add t",2020-12-01 22:39:24,0,WA,
1333903553459597313,The de-bearding process!! Usually I get pampered with hot towels and exotic lotions from @dieselbarbershop but COVI https://t.co/LRxxPrwumJ,2020-12-01 22:39:24,0,TX,
