Unnamed: 0,id_str,text,created_at,polarity,user_location,senti
16,1333670425067339777,RT @ByMikeBaker: A coronavirus testing site in Los Angeles is shutting down for a day and canceling appointments so that a crew of 170 peop,2020-12-01 07:13:02,0,Wherever the wind takes me,0
17,1333670425033732098,"RT @ANCALERTS: After mass testing, House registers 98 positive cases of #COVID19 https://t.co/M6F2EpBQ6X",2020-12-01 07:13:02,0,"San Mateo, Calabarzon",0
18,1333670425382019073,"RT @Timcast: its kinda weird that pro photogs are lurking around hospitals to get photos of crying covid patients

these people are literal",2020-12-01 07:13:02,0,Texas,0
19,1333670425969131521,"RT @CNN: These radio hosts have been debunking coronavirus misinformation for indigenous Mexican farmworkers in the US, thanks to their abi",2020-12-01 07:13:02,0,CA,0
20,1333670427009425411,RT @DEADLINE: A heavily visited Covid-19 testing kiosk at Downtown LAs Union Station will be shuttered on Tuesday so the #ShesAllThat rema,2020-12-01 07:13:02,0,,0
21,1333670427055456258,Hi! PM visited 3 labs day before and you people seeing politics. US is One fourth of India but infection and death https://t.co/U2hrPceBWB,2020-12-01 07:13:02,0,India ,0
22,1333670427416260609,RT @JMichaelWaller: CCP scholar says that the pandemic benefits Communist China and its interests.,2020-12-01 07:13:02,0,,1
23,1333670427667943424,"#coronavirus cases by country (as of Nov 30 11pm ET):

Top 10

1 #USA 13,541,221
2 #IND 9,462,809
3 #BRA 6,335,878 https://t.co/YmOwAJX593",2020-12-01 07:13:03,1,,0
24,1333670427890106368,@fluffypenguinrr i think my school got extended bc of covid and we were having issues with online learnings so we d https://t.co/jZ8KNnGdfP,2020-12-01 07:13:03,0,,0
25,1333670428825554944,"RT @monacochick: A schoolmate of mine has been 27 days in ICU sofar, intubated, after attending a 12 person dinner. The hostess didn't feel",2020-12-01 07:13:03,0,,0
26,1333670428922015745,RT @DiseaseEcology: Age-patterns of infection from random sampling in England over last couple months. Substantial uncertainty &amp; regional v,2020-12-01 07:13:03,0,,0
27,1333670429374943233,RT @SolarFlairYT: how 2 protect ur family from COVID-19 during the holidays https://t.co/2ldLoKGKvf,2020-12-01 07:13:03,0,,1
28,1333670429446254595,RT @AlisonWalker_tv: These are facts. This is a national tragedy. Everyone should be concerned not just those of us with family in Carehome,2020-12-01 07:13:03,0,Fauldhouse,1
29,1333670429521678337,"My name is Wuhan Virus 
You can call me corona but prefer to
call me Wuhan Virus bcoz I'm originated from #Wuhan https://t.co/5ctkkURsW7",2020-12-01 07:13:03,0,everywhere,0
30,1333670429681213441,McConnell accuses Pelosi of standing in way of COVID relief https://t.co/gGgfiokweg @MailOnline,2020-12-01 07:13:03,0,,0
31,1333670429672652800,"RT @robjh1: Evidence! Ive been tweeting about this nonstop. The MSM &amp; big tech don't want the truth known, but quiet as it's kept China is",2020-12-01 07:13:03,0,,1
32,1333670429936869376,"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesnt want you to know that,",2020-12-01 07:13:03,0,,0
33,1333670429874024451,COVID-19 vaccine trial recruits Portland metro area residents https://t.co/AiDhDjHPzz,2020-12-01 07:13:03,0,USA,0
34,1333670430712983553,"RT @80_mcswan: I demand the British Gov drop the Tax raid on the #Covid 500 bonus for NHS staff in Scotland 
I stand with the NHS staff to",2020-12-01 07:13:03,0,"Glasgow, UK",0
35,1333670430801088512,We done had a hell of year. If its one thing that I realized is that we arent any better than those that passed a https://t.co/DyqeBsJmz8,2020-12-01 07:13:03,1,,1
36,1333670431086186497,"RT @amyklobuchar: The Senate is back. Were in session. America cant wait any longer, we need a vote on COVID relief right now.",2020-12-01 07:13:03,0,"Seattle, WA",0
37,1333670431602077696,"RT @BJP4India: India turning into a preferred investment hub under the leadership of PM Shri @narendramodi.

FDI has doubled in Q2 year-on-",2020-12-01 07:13:03,0,"   , ",0
38,1333670431606272000,"RT @OH_mes2: All of aespa and NCT have tested negative for Coronavirus

https://t.co/vVAeXotLCA https://t.co/OAQErNasMf",2020-12-01 07:13:03,0,nctzen area,0
39,1333670431790829568,"RT @OH_mes2: All of aespa and NCT have tested negative for Coronavirus

https://t.co/vVAeXotLCA https://t.co/OAQErNasMf",2020-12-01 07:13:03,0,,0
40,1333670431916691456,HIS REMIT IS SIMPLY TO MAKE YOU BELIEVE COVID..AS AN ILLNESS..IS BIGGER THAN THE ILLNESSES RECORDED AS SIDE EFFECT. https://t.co/DaMb61xMlj,2020-12-01 07:13:04,0,WORLD,1
41,1333670432633802754,"RT @wef: This is how we prevent future pandemics, say 22 leading scientists https://t.co/1pcP0Cupfp  #COVID19 #Human https://t.co/9ytdqtci4Q",2020-12-01 07:13:04,0,Pune,1
42,1333670432650657792,"RT @nathan_warner: @Patricia_Ann_E Before #COVID19 Ive never heard of oxygen shortages even considered as a possibility.

Though back in M",2020-12-01 07:13:04,0,Blackfoot Territory,0
43,1333670432449339392,"@ismailfahmi #WorldAIDSDay2020. Onlyglobal solidarity and shared responsibilitywill help us beat the coronavirus, https://t.co/wJWEIu7Mvy",2020-12-01 07:13:04,0,,0
44,1333670433049067520,"RT @jonnii2by4: I recently lost my sister to covid 19 . This shit is tough , my family is in pain . My mom is in pain I cant do nothing to",2020-12-01 07:13:04,0,,1
45,1333670432826748929,@ArvindKejriwal I was charged INR 2400 for Covid 19 test conducted on 30th Nov at 1:30 PM by Healthiens.. https://t.co/PFUYytIIT0,2020-12-01 07:13:04,0,"New Delhi, India",1
46,1333670433715937281,"RT @OH_mes2: All of aespa and NCT have tested negative for Coronavirus

https://t.co/vVAeXotLCA https://t.co/OAQErNasMf",2020-12-01 07:13:04,0,Indonesia,0
47,1333670434550677506,"RT @BJP4India: FPI inflows in India surge ahead while other emerging economies have struggled due to COVID-19 pandemic.

#EconomyRebounds h",2020-12-01 07:13:04,0,"Ahmedabad, Gujrat ",0
48,1333670434840211456,"Follow the journey of the #COVID19 vaccine. 
 https://t.co/fD22MqMR4k",2020-12-01 07:13:04,0,"Nairobi, Kenya",0
49,1333670435234299905,"RT @OH_mes2: All of aespa and NCT have tested negative for Coronavirus

https://t.co/vVAeXotLCA https://t.co/OAQErNasMf",2020-12-01 07:13:04,0,"medan, Indonesia",1
50,1333670435347722241,"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesnt want you to know that,",2020-12-01 07:13:04,0,"Tennessee, USA",1
51,1333670435695833088,@FLOTUS Who wants to celebrate in a WH infected with covid-19!,2020-12-01 07:13:04,0,,0
52,1333670435813163008,"RT @rafaelshimunov: New York: we have a super majority!

Let's put it to work with the #ProtectNYHeroes Act. 

For too long have @Amazon wo",2020-12-01 07:13:04,0,Earth.United States.West Coast,1
53,1333670436102615040,RT @StarSoul777: The COVID vaccine created by the dark destroys DNA. This vaccine will also sever the connection with the individual's own,2020-12-01 07:13:05,0,"Guthrie, OK",0
54,1333670436354179072,"RT @BJP4India: FPI inflows in India surge ahead while other emerging economies have struggled due to COVID-19 pandemic.

#EconomyRebounds h",2020-12-01 07:13:05,0,"Agartala, India",1
55,1333670436622589954,"The number of regular domestic air travellers reaches 252K, a new high since the resumption of operations on 25th M https://t.co/NYWRjDpsfS",2020-12-01 07:13:05,0,,1
56,1333670436765196296,"@BeholdIsrael The Great Reset has been planned for some time. Globalist at the World Economic Forum, Davos, Bilde https://t.co/I4zGSA7s56",2020-12-01 07:13:05,1,,0
57,1333670437092544516,#stockstobuy #sharestobuy #stockstowatch #forex #TradingView #TRADINGTIPS #trading #Trader #moneytwitter #money RMS https://t.co/fE4VF8Dks2,2020-12-01 07:13:05,0,,0
58,1333670437843214337,"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesnt want you to know that,",2020-12-01 07:13:05,0,,0
59,1333670437780262912,@ProjectLincoln Hahaha he said dead people were applying for applications. This man is beyond dumb. Does he ever co https://t.co/96pZgaC1fW,2020-12-01 07:13:05,0,"Big Bear City, CA",0
60,1333670437918806017,"RT @RileyBehrens: Earlier today, I was diagnosed as having suffered a Transient Ischemic Attack (TIA), or what's commonly known as a mini-s",2020-12-01 07:13:05,0,,1
61,1333670438191341570,"RT @Yeero3D: Covid vibes for sure 

Shout out to @No1Nsfw for the idea and @DisckoA for the amazing model, and to both at the same time fo",2020-12-01 07:13:05,0,,0
62,1333670438657019904,RT @AParent39: @Parents_Utd My y10 caught Covid at school and was quite poorly. Three in his class have it (10%) and dozens across school.,2020-12-01 07:13:05,0,,0
63,1333670438854017024,"RT @NMHC: RUNNING A SMALL BUSINESS? The Commission, along with the Mentally Health Workplace Alliance &amp; Ahead for Business, has created a g",2020-12-01 07:13:05,0,Berkeley | California | USA,1
64,1333670439000870912,"RT @DenviQ_Kenya: December is a very tricky Month,  please take care of yourselves,  this is the Month Angel of Death do take a walk on our",2020-12-01 07:13:05,0,My own empire,0
65,1333670439164534791,"RT @ZachandMattShow: Andrew Yang Says Pay People $1,500 to Take the Covid-19 Vaccine 

Watch: https://t.co/T7JkgGjIBg https://t.co/IarqSGTb",2020-12-01 07:13:05,0,Place :),0
66,1333670439684505601,"RT @nctdaoying: [Official] All members of NCT &amp; Aespa have tested negative for COVID-19

https://t.co/ticl2BqFaY https://t.co/FWQ4Okmnlr",2020-12-01 07:13:05,-1,johnnyjsuh ,1
67,1333670440296976384,RT @DrTomFrieden: There are six new Covid cases every second and one death every minute in the US. Its going to get worse before it gets,2020-12-01 07:13:06,0,,1
68,1333670440372375552,"RT @PeterHotez: 1/5: Ive severely criticized Dr Atlas since his appointment, but make no mistake he was only one of several mouthpieces fo",2020-12-01 07:13:06,0,U.S.A. (real American),1
69,1333670440502513666,"RT @jbhearn: BBC says a further 205 people have died from Covid 

This is incorrect as 205 people have died within 28 days of having a posi",2020-12-01 07:13:06,0,United Kingdom,1
70,1333670440603181058,RT @FaustoBustos: Wow it's almost like we're scapegoating China again even though the same thing happened here and continues to happen here,2020-12-01 07:13:06,0,Unceded Lenape-Hakni Lands ,1
71,1333670440917757952,RT @ShuaibKhan26: The NEU are absolutely correct in asking for data relating to deaths in educational settings from COVID. A lady at our lo,2020-12-01 07:13:06,0,Glasgow,0
72,1333670440363978754,Oh my!,2020-12-01 07:13:06,0,"Wellington Region, New Zealand",0
73,1333670440833667073,RT @RepLeeZeldin: Shocker... The better question for @CNN is why they waited until after the election for their public epiphany that China,2020-12-01 07:13:06,0,,1
74,1333670441018216452,"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesnt want you to know that,",2020-12-01 07:13:06,0,,0
75,1333670441106411520,"RT @IceAgeFarmer: It's here.  UK:
No Jab, No Entry: Restaurants, bars and cinemas may turn customers away if they have not had a Covid jab.",2020-12-01 07:13:06,0,,1
76,1333670441534189575,"IIT Bhubaneswar study confirms social distancing norms, effectiveness of face mask

https://t.co/YfEjI171FW https://t.co/iOSKPwm9k5",2020-12-01 07:13:06,0,India,1
77,1333670441785962497,"An ""CNN exclusive"" even though the president and right wing have been pointing this out for 8 months. We were brand https://t.co/Qz3m3m2c0Z",2020-12-01 07:13:06,0,"Queens, NY",0
78,1333670442947792896,COVID-19: Sheffield City Council warns care home providers not to use government's rapid tests over doubts about ac https://t.co/j7pqKRZoYB,2020-12-01 07:13:06,0,http://www.jayceebrown.com,1
79,1333670443199315975,"Julian Assange is on a prison ward where there has been a COVID outbreak; is not able to leave his cell, not even t https://t.co/g6PgSTKOZO",2020-12-01 07:13:06,0,Melukerdee/Palawa country.,0
80,1333670443362836480,RT @morethanmySLE: Senator Loeffler's Affordable Health Care Option Act of 2020 promotes JUNK insurance &amp; has ZERO co-sponsors. Why would a,2020-12-01 07:13:06,0,,1
81,1333670443782340608,"RT @jaehyunbom__: SM confirmed that all members of NCT and aespa were tested negative for COVID-19

https://t.co/0hi2QYXnKf https://t.co/Sn",2020-12-01 07:13:06,0,,0
82,1333670444415803397,"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesnt want you to know that,",2020-12-01 07:13:07,0,,0
83,1333670445028032512,@JustinTrudeau  Ohhhh You Know This Pattern  This Is REALLY BAD NEWS!  https://t.co/tl26pulsI5,2020-12-01 07:13:07,-1,,0
84,1333670445279825923,"RT @NYGovCuomo: To all the tough guys"" who don't want to wear a mask or worry about COVID.

I have a message for you. 

Exhausted nurses &amp;",2020-12-01 07:13:07,0,"Belvidere, N.J.",0
85,1333670445728501762,"RT @nctdaoying: [Official] All members of NCT &amp; Aespa have tested negative for COVID-19

https://t.co/ticl2BqFaY https://t.co/FWQ4Okmnlr",2020-12-01 07:13:07,-1,+=,0
86,1333670445762052096,"RT @chrislhayes: In sheer number of lives, one of the most destructive, deadly policy adivsors in recent American history.",2020-12-01 07:13:07,0,"Minneapolis, MN",1
87,1333670445791395840,Police Chief Eric Jones told me tonight that the police are entitled not to wear masks for crucial situations like https://t.co/5YFZqRrmNz,2020-12-01 07:13:07,0,,0
88,1333670442914103298,"RT @nctdaoying: [Official] All members of NCT &amp; Aespa have tested negative for COVID-19

https://t.co/ticl2BqFaY https://t.co/FWQ4Okmnlr",2020-12-01 07:13:06,-1,,0
89,1333670446152052738,"A pug in North Carolina may be the first dog in US to test positive for coronavirus 2020/04/28 CNN
https://t.co/UZ9uIOCEOW",2020-12-01 07:13:07,0,"Kochi, Japan",1
90,1333670446244524033,RT @profwolff: The 10% who own 80% of stocks celebrate the US stock market. The 90% celebrate the orgs (1) providing emergency food to tens,2020-12-01 07:13:07,1,,0
91,1333670446693314561,"RT @DeathPenaltyWW: ""But with every criminal case, especially every death penalty case, theres so much more that must be known about a per",2020-12-01 07:13:07,0,Lenape Land,0
92,1333670446777044993,"RT @ShereefElnahal: One in five US hospitals now have severe staffing shortages as they surge with patients with #COVID19.

Talked to @jami",2020-12-01 07:13:07,0,"San Francisco, CA",1
93,1333670446810554368,"RT @Yuvraj_3112: @artizzzz #Postpone_jen_exam @ashokgehlot51
This @RsmssbJ JEn exam is offline and students will be in contact with Teacher",2020-12-01 07:13:07,0,,1
94,1333670447733501952,"RT @thebradfordfile: Even CNN is now admitting China lied about Covid cases and deaths.

Trump was right--again.",2020-12-01 07:13:07,0,"earth, for now...  ",0
95,1333670447779516417,"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesnt want you to know that,",2020-12-01 07:13:07,0,Earth,0
96,1333670448727375873,"RT @nbcsandiego: As COVID-19 cases spiral out of control, some local doctors are raising concerns about the increasing number of younger ad",2020-12-01 07:13:08,0,,1
97,1333670448752521217,"RT @Craig_A_Spencer: As COVID19 surges across the US, its hard to describe the situation inside hospitals for healthcare providers &amp; patie",2020-12-01 07:13:08,0,ID,0
98,1333670448807153664,"RT @amyklobuchar: The Senate is back. Were in session. America cant wait any longer, we need a vote on COVID relief right now.",2020-12-01 07:13:08,0,"Dallas, TX",0
99,1333670449058775040,"RT @TomCottonAR: As I have said from the very beginning of this terrible pandemic: 

The Chinese Communist Party lied to the world, and the",2020-12-01 07:13:08,0,,1
100,1333670449528463363,"RT @didikins4life: ""She's desperate to hide the fact that as owner of the New York Stock Exchange,she spent $30M trying to buy a Senate sea",2020-12-01 07:13:08,0, ,0
101,1333670449624928257,"RT @NaheedD: Seeing politicians blame South Asians for spreading #covid19 while saying nothing about anti-maskers speaks volumes. 

They kn",2020-12-01 07:13:08,0,,0
102,1333670449742536704,RT @joeclark947: @CIOonline @avast_antivirus @kaspersky @AVGFree @symantec @ESET @NortonOnline @TheHackersNews @hackernoon @Cisco @Microsof,2020-12-01 07:13:08,0,United States,0
103,1333670450262548481,"RT @BJP4India: India turning into a preferred investment hub under the leadership of PM Shri @narendramodi.

FDI has doubled in Q2 year-on-",2020-12-01 07:13:08,0,"Ahmedabad, Gujrat ",0
104,1333670450514292736,"RT @libertyhq: VICTORY 

PROTEST IS EXEMPT FROM NEW COVID GATHERING REGULATIONS IN All 3 TIERS

(Exception 14)
https://t.co/0fkyVc9sLx http",2020-12-01 07:13:08,0,Essex Uk,0
105,1333670450723909632,"RT @IvankaTrump: Fond memories from the Global Entrepreneurship Summit in India with Prime Minister @narendramodi!

As the world continue",2020-12-01 07:13:08,0,United States,1
106,1333670450828898306,RT @JamaalBowmanNY: The next Secretary of Agriculture must know that food insecurity &amp; malnutrition strikes urban areas of America. As a pr,2020-12-01 07:13:08,0,"Colorado, USA",0
107,1333670450862415872,"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesnt want you to know that,",2020-12-01 07:13:08,0,Innisfail,1
108,1333670450870833152,"Ignorance really must be blissful. How nice it would be to NGAF about anyone around me. You catch what I gave you, https://t.co/1CMIB6Ifdw",2020-12-01 07:13:08,0,"Arizona, USA",1
109,1333670451176992768,"RT @DrOnyemaOgbuagu: Just did a week on the COVID wards...some observations...
1. COVID still ravaging 
2. People still dying but majority",2020-12-01 07:13:08,0,"stanbul, Abuja ",0
110,1333670451336286208,"RT @WHOWPRO: #COVID19 confirmed cases and deaths in the @WHO Western Pacific Region as of 10 AM Manila time on 1 December  

 For more in",2020-12-01 07:13:08,0,,0
111,1333670451327995904,"RT @JB_Barrington: But the @NHS is a salvation &amp; its employees are saviours for folk, especially those folk less fortunate than yourself. Y",2020-12-01 07:13:08,0,,0
112,1333670451453652993,"RT @thebradfordfile: Even CNN is now admitting China lied about Covid cases and deaths.

Trump was right--again.",2020-12-01 07:13:08,0,"New York ,USA ",1
113,1333670451499950080,"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesnt want you to know that,",2020-12-01 07:13:08,0,,1
114,1333670451537608704,@liliprmms genuine happiness and covid free ! &lt;3,2020-12-01 07:13:08,1,she/her,0
115,1333670451793551360,This is horrifying and very 2020,2020-12-01 07:13:08,0,London,0
116,1333670451785068546,RT @justincousson: holy shit the city canceled peoples covid testing because they needed union station to shoot the gender-swapped tiktok-,2020-12-01 07:13:08,0,,1
117,1333670452028293120,"RT @AishwaryaMudgi1: I find it VERY amusing that a man who 6 months ago, refused to let ""non-Delhiites"" from getting treated for COVID in D",2020-12-01 07:13:08,1,,1
118,1333670452921831425,"RT @orbrealm: funny how the US has ""bungled"" coronavirus response from the very beginning and continues to do worse than pretty much every",2020-12-01 07:13:09,0,She/They,1
119,1333670453051748353,"Udah gt ga main IG pula. By the time covid ends, people will forget my name ",2020-12-01 07:13:09,0,,1
120,1333670453500493824,"RT @nctdaoying: [Official] All members of NCT &amp; Aespa have tested negative for COVID-19

https://t.co/ticl2BqFaY https://t.co/FWQ4Okmnlr",2020-12-01 07:13:09,-1, she/her  ,0
121,1333670453496471552,"RT @tjmanotoc: What happened in October in the US that led to this disastrous November? 

Rallies? Protests? Parties? Bars reopened? Covid",2020-12-01 07:13:09,-1,,1
122,1333670453517246464,thank God ,2020-12-01 07:13:09,0,exoplanet & neocity | ph,1
123,1333670453735514112,"RT @MEMRIReports: Chinese Sociologist Dr. Li Yi: We Are Driving America to Its Death; COVID-19 Has Been Beneficial for China, North Korea;",2020-12-01 07:13:09,0,,1
124,1333670453831929856,Covid: Dr Scott Atlas - Trump's controversial coronavirus adviser - resigns - https://t.co/tXf3VfNtwr - #USPolitics https://t.co/tOqI0zhhVw,2020-12-01 07:13:09,1,The White House,0
125,1333670454284849152,"'Covid-19 vaccine's success relies on ability to address mistrust, misinfo' https://t.co/bFGw2SB0k1",2020-12-01 07:13:09,0,,1
126,1333670454977032193,'The #Wuhan_Files': CNN Publishes Leaked #Report Showing #China Downplayed #COVID-19 #Outbreak | Zero Hedge https://t.co/mrR9jHN2E1,2020-12-01 07:13:09,0,UK- Wales,1
127,1333670455149006848,"RT @jamesfordtv: Pleasure at the end of a hard days work covering #coronavirus to hear @bts_bighit s Life Goes On, about overcoming the",2020-12-01 07:13:09,0,,0
128,1333670455367045120,"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesnt want you to know that,",2020-12-01 07:13:09,0,,1
129,1333670455572451328,"RT @Cobeh09: 1 Desember 2020
Anies Baswedan Positif Covid-19
.
https://t.co/OQYk3jIamJ https://t.co/1DKRw0xh0y",2020-12-01 07:13:09,0,"Kota Surabaya, Jawa Timur",0
130,1333670455677358080,RT @CurlyJungleJake: Dear internet: the vaccines are about to come out. They need both shots to work. You will probably get injection site,2020-12-01 07:13:09,0,"Los Angeles, CA",1
131,1333670455778050049,@MeerraChopra Could you please share his number to consult him? My father is also critical right now and infected with Covid.,2020-12-01 07:13:09,0,Pune,1
132,1333670455924846592,"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesnt want you to know that,",2020-12-01 07:13:09,0,,0
133,1333670455954300928,RT @Avenger2Toxic: Ok Patriots. Need some prayer. Got a chest cold. Been tested for the old Covid. Tested negative. But I want to feel good,2020-12-01 07:13:09,0,"Speedway, IN",0
134,1333670455903850496,"RT @Mojahedineng: Over 173,100 people have died of the novel #coronavirus in 465 cities checkered across all of #Irans 31 provinces, accor",2020-12-01 07:13:09,0,United States,0
135,1333670456801583104,RT @StevenJulious: Sheffield will be going into Tier 3 on Wednesday after lockdown.  The table gives the 7 day rates in Sheffield compared,2020-12-01 07:13:09,0,,1
136,1333670457254375426,"RT @BloodAid: #Delhi Need B+ #blood Covid-19 Convalescent #plasma donor @ Kalra Hospital, Kirti Nagar. 
Call 9811423458
#BloodAid via @Gaur",2020-12-01 07:13:10,0,"Tilak Nagar, New Delhi",0
137,1333670457711730690,"It's past midnight in Omaha, so it's officially NCHC game day (Omaha vs. Minn. Duluth at 3:35; WMU vs. SCSU at 7:35 https://t.co/VftAOPhjzw",2020-12-01 07:13:10,0,"Grand Forks, ND, USA",0
138,1333670457959071745,"RT @OH_mes2: All of aespa and NCT have tested negative for Coronavirus

https://t.co/vVAeXotLCA https://t.co/OAQErNasMf",2020-12-01 07:13:10,0,,0
139,1333670458936356865,"RT @allkpop: NCT &amp; aespa test negative for COVID19
https://t.co/9p7Jxu2dUY",2020-12-01 07:13:10,0,,0
140,1333670459150200836,"RT @AartiTikoo: The Anti-Trump media

Before the US elections: Dont blame China for Trumps incompetence. He is a racist &amp; a liar.

After",2020-12-01 07:13:10,0,India,0
141,1333670459498381313,"RT @globalcitizenln: @RileyBehrens Very sorry about the illness. Here's hoping for a steady recovery. 

Thank you very much for sharing th",2020-12-01 07:13:10,0,Seattle,1
142,1333670459464814596,"RT @edyong209: This is an excellent thread, and yet another example of the complexities in interpreting pandemic data.",2020-12-01 07:13:10,1,"Portland, OR",1
143,1333670459909541888,RT @cricketwyvern: Unbelievable. How can any MP support the Govt on this tomorrow?,2020-12-01 07:13:10,0,,0
144,1333670459955576832,"RT @BJP4India: FPI inflows in India surge ahead while other emerging economies have struggled due to COVID-19 pandemic.

#EconomyRebounds h",2020-12-01 07:13:10,0,,0
145,1333670460886749184,RT @SusanEacock: Feel so sorry for the lovely people in Wales for what the Labour idiots are doing to their beautiful country! ,2020-12-01 07:13:10,0,Mid Calder,0
146,1333670460920360960,RT @SheenaParish: @jonrappoport Contaminated testing - whistleblower killed when they shot down MH17 about to expose #Gates #Soros bioweapo,2020-12-01 07:13:10,0,"Zuid-Holland, Nederland",0
147,1333670460920238082,"RT @OH_mes2: All of aespa and NCT have tested negative for Coronavirus

https://t.co/vVAeXotLCA https://t.co/OAQErNasMf",2020-12-01 07:13:10,0,RENJUN & SHUHUA,0
148,1333670461410922497,MINSOO BABY  &amp; BITTO ,2020-12-01 07:13:11,0,,0
149,1333670461645807617,"RT @jamesfordtv: Pleasure at the end of a hard days work covering #coronavirus to hear @bts_bighit s Life Goes On, about overcoming the",2020-12-01 07:13:11,0,PRE SAVE BE,1
150,1333670461813649410,RT @WPeriyasamy: Defending the carceral state even in a pandemic. It never had to be this way.,2020-12-01 07:13:11,0,"Kuala Lumpur, Malaysia",0
151,1333670462031687682,"RT @WHOPhilippines: Early #HIV diagnosisand treatmentcan save your life and prevent others from getting infected!

Essential HIV servic",2020-12-01 07:13:11,0,"Manila, Philippines",1
152,1333670461989920768,"@ScottWAtlas
Don't let the door hit you in the face! Bye Felicia!
https://t.co/dOxBsZch5A",2020-12-01 07:13:11,0,"Madrid, Spain",1
153,1333670462333841408,RT @RealMattCouch: Newsmax talking about the Coronavirus during the Hearing isn't going to help their newly acquired viewership...,2020-12-01 07:13:11,0,The Red Leather Chair,1
154,1333670462656638980,"RT @allkpop: NCT &amp; aespa test negative for COVID19
https://t.co/9p7Jxu2dUY",2020-12-01 07:13:11,0,,1
155,1333670462690353152,"RT @thebradfordfile: Even CNN is now admitting China lied about Covid cases and deaths.

Trump was right--again.",2020-12-01 07:13:11,0,,1
156,1333670462719606785,"RT @BJP4India: India turning into a preferred investment hub under the leadership of PM Shri @narendramodi.

FDI has doubled in Q2 year-on-",2020-12-01 07:13:11,0,"Valsad, India",1
